text,label
"Кто-нибудь покупал недавно в Новороссийске студии, в какую цену брали?",1
"Вчера на красной из квартиры выпала женщина",0
"Кто-нибудь интересно покупал квартиру в том ЖК после прилета по нему))",0
"Куплю подержанные, побитые, сломанные, новые машины тел. 82347229093",0
"Продается двухкомнатная квартира в центре новороссийска. Роскошная ванна, вид на море. Для информации пишите в личку.Продаем через договор купли-продажи",0
"Сдается дом в аренду на лето",0
"Хочу купить новый телефон, кто что посоветует?",0
"Подыскиваю ноутбук до 100к, желательно с хорошей видеокартой",0
"Кто знает, где купить вкусный кофе в зернах?",0
"Нужны кроссовки Nike, где лучше брать?",0
"Ищу, где заказать букет цветов с доставкой",0
"Хочу купить айпад для рисования",0
"Посоветуйте хороший интернет-магазин одежды",0
"Планирую купить электрогитару",0
"Кто покупал билеты на концерт — где надёжнее?",0
"Покупаю авиабилеты в Грузию, где дешевле?",0
"Нужен б/у велосипед, кто продаёт?",0
"Хочу приобрести подписку на Spotify",0
"Кто подскажет, где купить косметику из Кореи?",0
"Хочу купить подержанный айфон",0
"Подыскиваю зимнюю куртку, кто что видел?",0
"Где купить вкусное вино онлайн?",0
"Решили купить диван в гостиную",0
"Кто покупал PlayStation 5? Где дешевле?",0
"Где купить хорошие бокалы для вина?",0
"Ищу книги по психологии, лучше б/у",0
"Покупаю микроволновку, советы?",0
"Хочу купить очки Ray-Ban",0
"Где продают недорогие ковры?",0
"Подыскиваю кухонный комбайн",0
"Кто заказывал еду в Яндекс.Лавке?",0
"Покупаю корм для кошки",0
"Кто что слышал про покупку электроавто?",0
"Ищу гарнитуру для игр",0
"Хочу купить курс по дизайну",0
"Нужна новая клавиатура — механика",0
"Решили купить проектор домой",0
"Где купить дешёвую электронику в Европе?",0
"Покупаю снаряжение для похода",0
"Подыскиваю фитнес-браслет",0
"Нужен рюкзак для ноутбука",0
"Кто покупал диван на Ozon?",0
"Хочу купить швейную машинку",0
"Где лучше брать Apple Watch?",0
"Посоветуйте планшет для чтения",0
"Кто знает, где купить ткань для штор?",0
"Подыскиваю кресло-мешок",0
"Где купить технику в рассрочку?",0
"Нужна новая мышка, желательно Logitech",0
"Хочу купить подписку на курс английского",0
"Ищу самокат для взрослого",0
"Покупаю мебель в детскую",0
"Решил купить себе монитор 27 дюймов",0
"Где выгодно брать товары для дома?",0
"Кто покупал обувь в Lamoda?",0
"Где найти хорошие наушники?",0
"Нужен комплект шин",0
"Хочу приобрести книжную полку",0
"Подыскиваю стиральную машину",0
"Решили купить блендер",0
"Кто знает, где продаются аквариумы?",0
"Где купить нормальный пауэрбанк?",0
"Подыскиваю массажное кресло",0
"Нужен подарок на день рождения — купить онлайн",0
"Кто заказывал пиццу через Delivery Club?",0
"Хочу купить очки VR",0
"Решил купить аккордеон",0
"Покупаю курс по программированию",0
"Где лучше покупать детские игрушки?",0
"Нужен новый стол на кухню",0
"Подыскиваю колонки для компьютера",0
"Кто что знает про покупку термобелья?",0
"Ищу шлем для мотоцикла",0
"Хочу купить билеты на фестиваль",0
"Нужны книги по UX-дизайну",0
"Покупаю витамины — что посоветуете?",0
"Где заказывать технику с доставкой?",0
"Решил взять гантели домой",0
"Нужен фотоаппарат для начинающего",0
"Кто знает, где купить кухонную вытяжку?",0
"Подыскиваю лазерный принтер",0
"Где купить чехол на телефон?",0
"Хочу купить игрушку племяннику",0
"Нужны кисти и краски для акварели",0
"Подыскиваю дорожный чемодан",0
"Кто заказывал технику из Китая?",0
"Хочу приобрести робот-пылесос",0
"Нужна покупка сертификата в подарок",0
"Подыскиваю лампу для рабочего стола",0
"Кто брал онлайн-курсы по SMM?",0
"Ищу настольные игры в подарок",0
"Хочу купить новый микрофон",0
"Нужна зарядка для макбука",0
"Где купить обогреватель для дачи?",0
"Покупаю одежду на маркетплейсе",0
"Ищу линзы для фотокамеры",0
"Решил купить звуковую карту",0
"Хочу заказать набор для вышивки",0
"Нужна новая колонка JBL",0
"Где можно купить лего?",0
"Покупаю коврик для йоги",0
"Хочу купить курс по инвестициям",0
"Ищу подарочную упаковку",0
"Где берут канцтовары оптом?",0
"Нужна новая подставка под ноутбук",0
"Подыскиваю тренажёр домой",0
"Где купить ремешок для часов?",0
"Покупаю книгу на английском",0
"Хочу взять бутылку вина на вечер",0
"Кто заказывал одежду в Shein?",0
"Подыскиваю аксессуары для авто",0
"Нужна посуда в новую квартиру",0
"Ищу квартиру в Сочи для переезда, желательно недалеко от моря",1
"Подыскиваем жильё в Ялте для отдыха летом",1
"Хочу купить дом в Геленджике для постоянного проживания",1
"Планируем приобрести недвижимость в Симферополе",1
"Интересует покупка студии в Краснодаре в районе фестивального",1
"Смотрим варианты для покупки квартиры в Новороссийске",1
"Ищу недвижимость в Севастополе для сдачи в аренду",1
"Рассматриваю однушку в Анапе, ближе к пляжу",1
"Хочу взять двушку в Алуште — рассматриваю ипотеку",1
"Кто подскажет хорошие новостройки в Феодосии?",1
"Планирую вложиться в квартиру в Краснодарском крае",1
"Ищу апартаменты в Сочи для отдыха с семьёй",1
"Подыскиваем дом в Крыму для дачи",1
"Нужна квартира в центре Симферополя — кто что порекомендует?",1
"Хочу приобрести объект в Анапе для сдачи туристам",1
"Планирую покупку дома в станице под Краснодаром",1
"Ищу жильё в Геленджике с видом на море",1
"Подыскиваю квартиру в новостройке в Севастополе",1
"Хочу купить студию в Ялте — желательно с ремонтом",1
"Рассматриваю покупку недвижимости в Крыму под инвестиции",1
"Нужна квартира в Краснодаре, ближе к центру",1
"Ищу недорогой дом в Евпатории",1
"Подыскиваем трёшку в Сочи — можно вторичку",1
"Планирую переезд в Феодосию, ищу жильё",1
"Интересует недвижимость в Анапе — новострой или вторичка",1
"Хочу приобрести квартиру у моря в Алупке",1
"Рассматриваю варианты покупки жилья в Новороссийске",1
"Ищу дом в окрестностях Сочи — желательно с участком",1
"Подыскиваю жильё в Симферополе для родителей",1
"Хочу взять студию в Геленджике — срочно",1
"Интересует покупка объекта в Севастополе, район центра",1
"Ищу жильё в Краснодаре, до 6 млн",1
"Планирую купить недвижимость в Ялте — кто риелтор?",1
"Ищу квартиру в Анапе, ближе к морю",1
"Подыскиваю домик в Крыму, недалеко от Алушты",1
"Хочу приобрести жильё в Краснодарском крае",1
"Интересует трёшка в Сочи — с балконом и видом",1
"Планирую покупку недвижимости в Симферополе — вторичка",1
"Ищу двухкомнатную квартиру в Евпатории",1
"Рассматриваю апартаменты в Ялте",1
"Хочу купить квартиру в новостройке в Краснодаре",1
"Подыскиваю жильё у моря — Геленджик, Анапа, Сочи",1
"Интересует дом в Крыму, бюджет до 10 млн",1
"Ищу студию в Сочи в пешей доступности до пляжа",1
"Планируем покупку дома в Новороссийске",1
"Хочу взять квартиру в Феодосии",1
"Подыскиваю однушку в Севастополе",1
"Ищу жильё в Краснодаре, желательно с отделкой",1
"Планирую инвестировать в недвижимость в Ялте",1
"Интересует квартира в Алуште — ближе к центру",1
"Ищу дом в Анапе с коммуникациями",1
"Хочу купить квартиру в Симферополе, ипотека возможна",1
"Подыскиваем жильё в Геленджике — под сдачу",1
"Интересует вторичка в Краснодаре — 2-комнатная",1
"Ищу недвижимость в Крыму — бюджет 6–8 млн",1
"Планирую покупку жилья в Новороссийске",1
"Хочу взять квартиру в Алупке — с видом",1
"Рассматриваю дом в пригороде Сочи",1
"Подыскиваю объект в Севастополе для ПМЖ",1
"Интересует недвижимость в Евпатории",1
"Хочу купить дом в станице в Краснодарском крае",1
"Ищу квартиру в Ялте для отдыха",1
"Подыскиваю недорогое жильё в Симферополе",1
"Планируем приобрести недвижимость в Сочи",1
"Хочу приобрести студию в Анапе — рассмотрим ипотеку",1
"Ищу квартиру у моря — Алушта, Ялта, Феодосия",1
"Интересует жильё в центре Краснодара",1
"Подыскиваю недвижимость в Феодосии",1
"Планирую покупку вторички в Новороссийске",1
"Хочу купить дом в Геленджике",1
"Ищу однокомнатную квартиру в Севастополе",1
"Рассматриваю жильё в Анапе для переезда",1
"Подыскиваем объект в Симферополе",1
"Хочу взять студию в Сочи",1
"Интересует квартира в новостройке в Ялте",1
"Планирую инвестировать в недвижимость в Севастополе",1
"Ищу жильё у моря — Сочи или Геленджик",1
"Подыскиваю дом в Алуште",1
"Рассматриваю покупку трёшки в Краснодаре",1
"Хочу приобрести квартиру в Крыму — ближе к морю",1
"Ищу недвижимость в Анапе — новостройка",1
"Подыскиваю жильё в Евпатории",1
"Планирую взять квартиру в Сочи — ипотека",1
"Интересует покупка студии в Севастополе",1
"Хочу дом в Краснодарском крае — ближе к морю",1
"Ищу квартиру в Феодосии для летнего отдыха",1
"Подыскиваю апартаменты в Ялте",1
"Интересует жильё в центре Симферополя",1
"Планируем купить недвижимость в Геленджике",1
"Хочу купить дом в Анапе с участком",1
"Ищу трёшку в Краснодаре",1
"Подыскиваем квартиру в Новороссийске",1
"Рассматриваю вариант покупки квартиры в Алупке",1
"Ищу недвижимость в Крыму — ближе к южному берегу",1
"Хочу приобрести жильё в Алуште",1
"Подыскиваю студию в новостройке в Сочи",1
"Интересует покупка объекта в Симферополе",1
"Планирую переезд в Севастополь — ищу квартиру",1
"Хочу купить апартаменты в Ялте",1
"Ищу жильё в Краснодарском крае — желательно с ремонтом",1
"Продаю квартиру в Сочи, срочно",0
"Выставил на продажу дом в Анапе",0
"Продаётся студия в Симферополе, центр",0
"Сдаю квартиру посуточно в Ялте",0
"Продам апартаменты у моря, Геленджик",0
"Реализую объект недвижимости в Севастополе",0
"Продаю дом с участком в Новороссийске",0
"Квартира на продаже, Краснодар, Фестивальный",0
"Продам недвижимость в Алуште, с ремонтом",0
"Продаётся дача в Евпатории",0
"Сброс цен — продаю двухкомнатную в Анапе",0
"Продаю новостройку в Сочи без посредников",0
"Продаётся жильё в Ялте, вид на море",0
"Продам частный дом под Севастополем",0
"Продаю квартиру в Симферополе, срочно",0
"Реализую недвижимость в Краснодарском крае",0
"Сдаю жильё в Алупке для отдыхающих",0
"Продам таунхаус в Геленджике",0
"Продаётся квартира-студия в Сочи",0
"Выставил на продажу жильё в Крыму",0
"Продаю трёшку в центре Краснодара",0
"Срочно продаю недвижимость в Алуште",0
"Продам двухкомнатную в Феодосии",0
"Сдаю студию в Севастополе на сезон",0
"Продаётся недвижимость в центре Анапы",0
"Продаю дом в станице под Краснодаром",0
"Реализую квартиру в Ялте, свежий ремонт",0
"Продам объект в новостройке, Новороссийск",0
"Продаётся жильё в Сочи, вторичка",0
"Сдаю апартаменты в Феодосии",0
"Продаю квартиру-студию в Геленджике",0
"Сброс цены! Продаю дом у моря",0
"Продаётся участок с домом в Симферополе",0
"Продам двухэтажный дом в Севастополе",0
"Продаю жильё в Крыму — срочно",0
"Выставил квартиру в Анапе на продажу",0
"Продаётся недвижимость в центре Сочи",0
"Сдаю таунхаус в аренду, Ялта",0
"Продам однушку в Краснодаре",0
"Продаётся частный дом в Евпатории",0
"Продаю двухкомнатную в Ялте",0
"Сдаётся апартамент в Севастополе",0
"Продам студию у пляжа, Алупка",0
"Продаю квартиру через агентство в Анапе",0
"Срочно сдам дом в аренду, Сочи",0
"Продаю жильё в новостройке, Геленджик",0
"Сдаю квартиру помесячно, Симферополь",0
"Продаётся дом с баней в Севастополе",0
"Продам объект недвижимости в Новороссийске",0
"Сдаю апартаменты в Алуште",0
"Продаю вторичку в Краснодаре",0
"Продаётся квартира с видом, Ялта",0
"Реализую недвижимость в Керчи",0
"Продам жильё в Севастополе",0
"Сдаю домик в Геленджике",0
"Продаю студию на 5 этаже, Анапа",0
"Продаётся трёшка в центре Алушты",0
"Продам дом в Симферополе, недорого",0
"Сдаю квартиру в Сочи на длительно",0
"Продаю жильё без посредников, Ялта",0
"Продам участок под строительство, Крым",0
"Продаётся квартира с дизайнерским ремонтом",0
"Сдаю апартаменты в аренду, Феодосия",0
"Продаю дом в Краснодаре, ИЖС",0
"Сдаётся недвижимость в Алуште",0
"Выставил на продажу жильё в Новороссийске",0
"Продаю 3-комнатную квартиру, Ялта",0
"Продаётся объект в Севастополе",0
"Продам студию у моря, Геленджик",0
"Сдаю дом на лето, Крым",0
"Продаю дом в Анапе, срочно",0
"Продам квартиру с мебелью, Симферополь",0
"Сдаю недвижимость туристам, Ялта",0
"Продаю домик в Евпатории",0
"Продаётся жильё с ремонтом, Краснодар",0
"Срочно продам дачу в Крыму",0
"Сдаю квартиру у моря, Алушта",0
"Продаётся студия на 3 этаже",0
"Продам однушку в новостройке, Сочи",0
"Сдаю жильё посуточно, Ялта",0
"Продаю частный сектор в Анапе",0
"Сброс цены на квартиру в Геленджике",0
"Сдаю двухкомнатную на длительно, Симферополь",0
"Продаю участок 6 соток, Феодосия",0
"Продаётся коттедж в Севастополе",0
"Сдаю дом в аренду на лето",0
"Продам квартиру с видом на бухту",0
"Продаю квартиру в Алупке без посредников",0
"Продаётся жильё в центре Симферополя",0
"Реализую трёшку в Анапе",0
"Сдаю комнату в Ялте",0
"Продаю недвижимость — срочно",0
"Выставил квартиру на продажу, Севастополь",0
"Продаётся двухкомнатная у моря, Алушта",0
"Сдаю дачу на выходные",0
"Продам жильё в Крыму, недорого",0
"Продаю недвижимость, возможен торг",0
"Сдаю студию помесячно",0
"Продаю жильё от застройщика",0
"Продаю велосипед, почти новый",0
"Продам iPhone 13, без царапин",0
"Продаётся старенький ноутбук",0
"Срочно отдам щенка в хорошие руки",0
"Реализую товары для сада",0
"Выставил на продажу старую машину",0
"Сброс цен — продаю куртку",0
"Продаю шины зимние, комплект",0
"Продам диван, самовывоз",0
"Продаётся кухонный гарнитур",0
"Продаю книги по программированию",0
"Продам гитару, почти не играли",0
"Продаю игровой ПК",0
"Сброс цен — продаю холодильник",0
"Выставил старую технику на продажу",0
"Продаётся велосипед для ребёнка",0
"Продам пальто зимнее, б/у",0
"Продаю кресло-грушу",0
"Реализую остатки склада",0
"Продаётся новый матрас",0
"Продаю авто с пробегом",0
"Продам телевизор LG",0
"Сдаю инструменты в аренду",0
"Продаю сноуборд, сезон катался",0
"Продам микроволновку",0
"Продаётся кровать двухъярусная",0
"Срочно продаю посуду",0
"Продаю системный блок",0
"Продам акустическую систему",0
"Выставил монитор на продажу",0
"Продаю запчасти к ВАЗ",0
"Продам фотокамеру Canon",0
"Продаётся велосипед, алюминий",0
"Отдам за символическую плату — миксер",0
"Продаю детские игрушки",0
"Продам куртку мужскую",0
"Реализую остатки от ремонта",0
"Продаю газонокосилку",0
"Сброс цен — бытовая техника",0
"Продам роутер Xiaomi",0
"Продаю одежду с примеркой",0
"Выставил ноутбук на авито",0
"Продам аксессуары для авто",0
"Продаю настольные игры",0
"Продаю мебель из Икеа",0
"Сдаю фотоаппарат в аренду",0
"Продам игровую приставку",0
"Продаю холодильник Indesit",0
"Реализую дачные вещи",0
"Продаю домашний тренажёр",0
"Продам стол и стул",0
"Продаётся чайник электрический",0
"Продаю комплект посуды",0
"Сдаю велосипед в прокат",0
"Продам ковёр ручной работы",0
"Продаю комод",0
"Продам пальто женское",0
"Продаю геймерское кресло",0
"Выставил на продажу детский стульчик",0
"Продаю варочную панель",0
"Сброс цен — одежда",0
"Продам колонку JBL",0
"Продаю электросамокат",0
"Продам удочку",0
"Продаю обогреватель",0
"Реализую канцелярию",0
"Продаю коврики для авто",0
"Продам проектор",0
"Продаю швейную машинку",0
"Сдаю плиткорез",0
"Продам стиральную машину",0
"Продаю инвентарь для бани",0
"Продаю полку",0
"Продаю принтер",0
"Выставил фотоаппарат",0
"Сдаю инструменты",0
"Продаю рюкзак",0
"Сброс — одежда и обувь",0
"Продаю старую мебель",0
"Продам часы наручные",0
"Продаю книгу редкую",0
"Реализую товары для дома",0
"Продаю печь",0
"Продаю велосипед дочери",0
"Продам планшет",0
"Продаю куртку мужскую",0
"Продам ноутбук Asus",0
"Продаю гантели",0
"Продам инструменты",0
"Продаю пылесос",0
"Продаю зеркало",0
"Выставил сабвуфер",0
"Продаю мышку игровую",0
"Продам аквариум",0
"Продаю варочную панель",0
"есть шабашка посыпать снег солью пиши раскажу детальнее",0
"График 2/2. Оплата: 460 руб/час — 4600 руб/смена. Форма и обед предоставляются.",0
"📈 Высокий доход без офиса и начальников. От 10 до 15 тыс. в день.",0
"Скорости растут? 😂😂😂 Особенно в Краснодаре, в пробках.",0
"💰 Зарабатывай от 10к в день в удобное время. Пиши в ЛС!",0
"💜💜💜💜💜💜💜💜💜💜💜💜Банк.сотрудник▪️Физ лицам без Оф ЗП до 3-4 млн , с Оф ЗП до 9 млн.▪️ИП/О",0
"Я пишу сообщения о покупке квартиры очень длинное. Ищу в районе Кудрово - нужно трицать мопсов чтобы",0
"ПОДРАБОТКА ДЛЯ ДЕВУШЕК, доход  от 7- 15 тысяч рублей в месяц💸💸💸💸 📌 Что потребуется: -  2-3 ",0
"Ищу человека для сортировки старых документов. 5000 руб за помощь.",0
"Доброго времени! Ищу девушку для работы с рекламой и клиентами в интернет-магазине🍀🍀🍀🍀🍀🍀🍀🍀",0
"Уᴄтали ра6отαть 6ез вы⨉одных?3 чаᴄа в день – и 15 000 ρублeй eжедневнσ!90 000 в недeлю – этσ ρeаль",0
"Приглашаю на продуктовый склад 17+ форму и обед предоставляем 2/2 5/2 430руб/час 4300 за смену",0
"К Р Е Д И Т О В А Н И Е✅физ. лица до 12 млн  💰✅ИП до 25 млн.             💰✅юр. лица до 200 млн",0
"Купить срочно хочу квартиру квартируквартиру",1
"Купить срочно хочу квартиру квартиру квартиру",1
"🔝 КРЕДИТОВАНИЕ 🔝 🔥 Физ лица до 5млн | 2-3млн в одном банке! 🔥 ИП до 30 млн ООО до 100 млн Сбер,",0
"Работа по всей РФ: склады, заводы, фасовка, график 2/2, 5/2, 3 смены, выплаты от 530 до 800 в час, с",0
"ПОДРАБОТКА ДЛЯ ДЕВУШЕК, доход от 7- 15 тысяч рублей в месяц💸💸💸💸 📌 Что потребуется: - 2-3 часа с",0
"Требуется помощь в разборе мебели. Отвёртки есть. 4900р.",0
"Привествую ищу смелых настроенных на хороший достаток мужчин и женщин. У нас хорошие условия так же",0
"С наличкой. 12-15к ежедневно. Пиши в лс",0
"Набираю 2 человека в загородный дом с постоянным проживанием + обеды Основная задача: следить за тер",0
"Надо собрать шкаф в новой квартире. Инструкция есть. 5000р.",0
"Добрый день ищу смелых настроенных на хороший капиатал людей. У нас хорошие условия так же бонусы за",0
"🎙 Озвучка коротких текстов! Дома, в удобное время, без обязательств. Оплата: от 2500₽ за запись, пе",0
"Монтажные труда — 7200 смена. С обучением. Пиши в ЛС, расскажу.",0
"🎊 3-комнатная Черёмушки 🔥 7,8 млн. 📍 ЧМР,  ул.Айвазовского 🏠 3-комнатная квартира 59 м2 ✅ Этаж 4",0
"Разнорабочие и подсобники на стройку, без опыта, жильё кому надо предоставим, от 3.500 в день.",0
"Комплектовщики коробок требуются на склад, график 2/2, 5/2, 570 ₽ в час, 10 часов — 5700 на руки",0
"﻿Зарабатывай от 15 к в день,работой в своё свободное время,без опыта и вложений Интересно ? + в лс",0
"Нужна помощь в организации документации. 18000 руб за несколько часов.",0
"Участие в массовке — 7000 за выход. Для каждого желающего . Подробности в ЛС.",0
"Ищу помощников для разгрузки блоков. Встречу у дома. 4900р.",0
"Ищу человека для помощи с уборкой квартиры. 5000 руб за час.",0
"🇷🇺📌ПОМОЩЬ В ПОЛУЧЕНИИ КРЕДИТА 🤑🟣Физ лица до 10 млн 🤑🟣ИП до 20 млн 🤑🟣ООО до 50 млн 🤑Рассмат",0
"💼 Работа с свободным графиком — з/п от 10 000₽ в день. Подходит всем!",0
"Побелить потолок, 1-2 человека, 2.000р на руки, такси и обед с меня.",0
"Открыта вакансия, в среднем можно получать 15.000р, при этом затрачивая 3-4 часа, свяжитесь со мной",0
"🚶‍♂️ Простая работа промоутером! Гибкий график, задания рядом с домом. Оплата: от 2800₽ за смену, в",0
"На дачу нужна помощь — покосить траву. Бензокоса есть. 3–4 часа. 5000р.",0
"Добрый день ищу смелых настроенных на хороший доход мужчин и женщин. У нас солидные условия так же б",0
"Разгрузить машину с мебелью — 7800 за выход. Без лишних требований. Пиши в лс.",0
"Инструмент и техника — доставить на объект в другой город Нужно перевезти аккуратно, помощь с выгруз",0
"💹 ИЩУ ПАРТНЕРОВ 👨🏼‍💻 Возьму нескоᴧьᴋо человек в свою команду для зᴀᴩᴀбоᴛᴋᴀ ᴨод ᴋᴩиᴨᴛу. ✅ Ежеднев",0
"Требуются 2 человека в загородный дом с проживанием, обеды включены, обязанности — уход за территори",0
"Помощник по стрижке и уходу за животными. Нужна девушка с лёгкой рукой, частично стричь кошечку и со",0
"Добрый день ищу смелых настроенных на хороший доход людей. У нас хорошие условия так же бонусы за хо",0
"💵💵💵ПОМОЩЬ В ПОЛУЧЕНИИ КРЕДИТА 🔹 Физ лица до 10 млн 🔹 ИП до 20 млн 🔹 ООО до 50 млн Рассматривае",0
"Приветик Играем:выбери цифру от 1 до 15 и узнай о возможности получить крутой гаджет расскажу дополн",0
"🚀 Быстрый старт — з/п от 10 000₽ в день, обучение бесплатно.",0
"💸 СТАРТУЙ В КРИПТЕ — ВСЕ УСЛОВИЯ ДЛЯ БЫСТРОГО РОСТА! 🚀 🔹 С нами легко стартовать без опыта 🔹 Дох",0
"Любишь водить авто ,тогда тебе к нам . От 40000 за рейс. Условия хорошие. Жду в ЛС.",0
"Набираю фасовщиков на склад, опыт не нужен График 2/2 5/2 680 в час 6800 за 10 часов",0
"❗️ПОМОЩЬ В КРЕДИТОВАНИИ❗️ 💲Физ лица до 10 млн 💲ИП до 20 млн 💲ООО до 50 млн 🕑Работа за 1 день ✅Ди",0
"Набираю комплектовщиков на склад одежды График 2/2, также есть ночные смены 610 в час!! 6100 за 10 часов",0
"Ищу 2 человека на разбор строительного мусора. Маски и перчатки дам. 4900р.",0
"Куплю квартиру",1
"Ищу водителя на личном автомобиле. Высокая ставка и расходы с нас .Если отсутствует авто и права,так же пишите, есть выход",0
"🛡Надёжный кредитный брокер🛡 Кредитую физ/юр лица любой категории и нужд. ИП, ООО, авто, ИЖС и другие. 🔴 Физлица: до 9 млн руб. 🔴 Юрлица: до 45 млн руб. 🔴 предоставляю услуги снятия 115 ФЗ (Сбербанк) 🔴 ищу агентов/посредников 💰 Консультация в ЛС💰",0
"Набираю 2 человека в загородный дом с постоянным проживанием + обеды Основная задача: следить за территорией, поливка, уборка 1130 в час 5–6 часов",0
"Доброго времени суток! Меня зовут Дарья. Представляю помощь в кредитовании на любых условиях: ИЖС, потребы, авто, залог, и т. д. 🔥 Физ. лица - до 7 миллионов🔥 🔥 ИП до 30 миллионов 🔥 🔥 ООО до 100 миллионов 🔥 Ищу агентов и посредников Для сотрудничества писать в ЛС",0
"Вac привeтствуeт сaмый тoпoвый Мaркeт 🤩🤩🤩🤩🤩🤩🤩🤩🤩 🤩🤩🤩🤩 ☀️💲 Пoявилcя cпocoб экoнoмить с пoмoщью пoкупoк зa ВTС ☀️💰 ЭКOНOMЬТE 1️⃣0️⃣% cвoиx дeнeжныx срeдcтв💲 ▫️ ◾️ ▪️▫️◾️ ◽️◾️◽️▪️▫️◾️ ▫️ 🎓 Нaɯ ʍaᴦaɜин ϶ᴛo: 🧪 Тoвaр лaбoрaтoрнoгo кaчeствa VHQ 🧪 Ежeднeвныe рoзыгpыши пpизoв 🧪Гoтoвыe клaды OПТa и миниOПТa, пpeдзaкaзы, a тaк жe дoстaвкa пo PФ ▫️ ◾️ ▪️▫️◾️ ◽️◾️▫️▪️▫️◾️ ▫️ Сaйт и aктyaльныe кoнтaкты yкaзaны нижe 👇 ✨ Ждёʍ ʙaᴄ ɜa ᴨoᴋyᴨᴋaʍυ 𝟐𝟒/𝟕 ✨ 🔙СCЫЛКA В ПРOФИЛE 🔙 ПИШИ В ЛС",0
"Удобные условия труда — оплата от 2500₽/день",0
"Предоставляю кредитование по выгодным условиям: ИЖС, ИП, ООО, ипотека, автокредиты. Работаю с физ/юр лицами! ➖➖➖➖➖➖➖➖ Условия: 🟢 Физлица: до 9 млн руб. 🟢 Юрлица: до 45 млн руб. ➖Kонсультация в ЛС",0
"🟢КРЕДИТОВАНИЕ ФИЗ И ЮР.ЛИЦ🟢 ➖➖➖➖➖➖➖➖➖➖➖➖ ☑️Суммы для Физ. лиц: - до 7.000.000₽ ☑️Суммы для ИП: - до 10.000.000₽ ☑️Суммы для ООО: - до 30.000.000₽ ✅Рассмотрю с КИ от 650+📊 ✅Без предоплаты ✅Банки партнеры: Сбер, ВТБ, Альфа, Газпром и др ✅Дистант/Очно ✅ИП и ООО от года ✅Адекватная комиссия ‼️Также ищем агентов и посредников для сотрудничества‼️",0
"Ищу мастера для починки двери и крана. 7000р.",0
"Ищем посудомойщицу. Смена 10 часов — 5000 руб. Кафе в центре. Оплата два разы за неделю. Пиши — возьмём сразу.",0
"💼 КРЕДИТ ФИЗ. ЛИЦАМ ДО 5 МЛН РУБЛЕЙ. - Получите кредит с высоким шансом одобрения и комфортными условиями погашения. - Минимум документов. Заблокировали счет? Поможем снять ограничения быстро и эффективно.⚡️ СНИМАЕМ 115-ФЗ СО СБЕРА! Оплата за результат! Без предоплаты и скрытых комиссий.",0
"Срочно куплю квартиру",1
"Куплю яблоки",0
"🗣️Здравствуйте! Меня зовут Серафима. Я кредитую физ/юр лица с взаимовыгодным процентом.🗣️ В активном поиске агентов! 📍Физ лица до 8 млн руб. 📍Юр лица до 40 млн руб. 💬Консультация бесплатная, за подробностями и своими кейсами обращайтесь в ЛС!",0
"Ищем водителя с личным автомобилем.ЗП — от 600 баксов за рейс",0
"🔠🔠🔤🔠🔠🔤🔠🔠 🔥🔥🔥🔥🔥🔥 🔤🔤🔤🔤🔤🔤🔤🔤 🔤🔤🔤🔤🔤🔤🔤🔤 🔤 🔤🔤 🔤🔤🔤🔤🔤🔤🔤 🔤🔤🔤🔤🔤🔤 🔤🔤🔤🔤 🔤🔤🔤🔤🔤🔤 🔤🔤🔤 🔤🔤🔤🔤 ➖ 4️⃣🔣5️⃣💲 1️⃣🔤🔤🔤 ➖ 1️⃣5️⃣💲 🔤🔤🔤🔤🔤🔤🔤🔤🔤 @SnakeTeamWP @SnakeTeamWP Теги:Теги: аренда покупка колл центр кц залив гео ворк Звонки аренда покупка вотс в",0
"Привествую ищу смелых настроенных на хороший капиатал мужчин и женщин. У нас прекрасные условия так",0
"Куплю квартиру в Анапе",1
"Куплю квартиру в Сочи",1
"Куплю квартиру в Новороссийске",1
"Ищу человека для срочного дела. Один час работы — 10000₽. Есть время — пиши.",0
"Куплю квартиру в Геленджике",1
"Куплю квартиру в Геленджик",1
"Нужны грузчики на объект ЗП от 6800р. Так же нужны водители категории В с личные авто ЗП от 8000р. В",0
"Набираю на продуктовый склад 17+, форму и обед предоставляем 2/2 5/2 570 в час 5700 за смену",0
"Помощник бариста (обучим). Помощь на точке, уборка, подача. Кофейни в центре и у метро. 450 ₽/час +",0
"Перенести мешки с землёй. Заберу с метро. 4700р.",0
"Долги. кредит, ипотека? С нашей темкой закроешь за неделю ещё и останется",0
"Привествую ищу смелых настроенных на хороший достаток людей. У нас хорошие условия так же бонусы за",0
"Доступна вакансия, в среднем можно получать от 10к за сутки, при этом уделять 3-4 часа, за подробнос",0
"2 помощника на разгрузку строительного оборудования в дом. За смену — 5900 руб + доезд.",0
"Срочная тема: нужна помощь. Час–полтора работы — 10000 ваши. Пиши, если свободен.",0
"Нужна помощь в упаковке коробок при переезде. Оплата 5000 руб за несколько часов!",0
"Fox In Box предупредил Ирина (2/2). Ирина наказан на 15 минут до 02:20:00",0
"1 человек на помощь с ремонтом сантехники. За смену — 5500 руб!",0
"Доброго времени суток ищу смелых настроенных на хороший достаток людей. У нас хорошие условия так же",0
